@relation exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R28-34-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2_clustered

@attribute Instance_number numeric
@attribute year numeric
@attribute saturation numeric
@attribute tamura_contrast numeric
@attribute arousal numeric
@attribute pleasure numeric
@attribute dominance numeric
@attribute hue_m numeric
@attribute sat_m numeric
@attribute val_m numeric
@attribute black numeric
@attribute blue numeric
@attribute brown numeric
@attribute green numeric
@attribute gray numeric
@attribute orange numeric
@attribute pink numeric
@attribute purple numeric
@attribute red numeric
@attribute white numeric
@attribute yellow numeric
@attribute entropy_r numeric
@attribute entropy_g numeric
@attribute entropy_b numeric
@attribute count numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4}

@data
114,1993,210.91521,1.68973,103.61015,97.45907,123.73036,179.55405,57.43702,49.24334,0.0187,0.02702,0.04638,0.01419,0.04055,0.0045,0.09845,0.65553,0.05915,0.03077,0.00477,4.80116,4.59742,5.24667,150,cluster1
115,1993,64.43046,0.45151,-13.69313,130.69881,148.96313,196.68686,60.24731,51.34994,0.00181,0,0.01986,0,0.00809,0,0.94345,0.00352,0,0.02327,0,1.2841,1.31643,1.34218,85,cluster1
116,1993,153.76981,1.51567,59.6662,106.38105,129.11835,181.66045,57.28678,48.26675,0.01952,0.11328,0.11304,0.07334,0.33838,0.08928,0.00063,0.03354,0.21299,0.00431,0.00169,5.42141,5.30284,4.76394,26,cluster1
117,1993,237.60941,0.94911,123.85711,93.91564,121.90109,182.16402,55.8513,48.50895,0.0084,0.01006,0.1118,0.0095,0.00739,0.0122,0.00249,0.73932,0.06282,0.03152,0.0045,3.79059,3.34487,3.8631,25,cluster1
118,1993,240.91057,0.70204,127.64992,90.60849,118.51486,181.57018,57.19887,48.27458,0.01262,0.0006,0.01602,0.02149,0.01323,0.00003,0.0328,0.90037,0,0.00283,0.00002,1.47398,1.40462,1.5839,17,cluster3
119,1993,211.98235,1.67002,104.09651,98.03643,124.44919,179.14272,56.64755,48.16014,0.00551,0.00634,0.1124,0,0.07349,0.04317,0.03358,0.62826,0.05182,0.04033,0.00509,5.07913,4.53576,5.15159,100,cluster1
120,1993,230.94347,0.97486,119.67367,92.85841,120.21878,178.69492,57.47508,48.98091,0.00885,0.01102,0.13414,0.00836,0.01132,0.01493,0.00368,0.71166,0.05993,0.03413,0.00198,4.46495,3.87219,4.74183,21,cluster3
121,1993,239.41907,0.78442,110.62782,126.17638,157.57524,179.75607,57.35674,49.19593,0.00532,0.00012,0.00977,0,0.00826,0.00172,0.02718,0.92095,0,0.02664,0.00004,1.55957,1.27875,1.25858,50,cluster1
122,1993,227.15009,0.78683,109.50802,109.58465,138.34721,178.61816,57.44973,48.99535,0.01715,0.00385,0.34693,0,0.01447,0.02662,0.0161,0.21112,0.34531,0.01721,0.00123,6.13316,5.16932,5.24094,165,cluster4
123,1993,242.81398,0.93592,127.39736,94.13136,122.54299,180.10098,56.598,48.23749,0.006,0.01099,0.00908,0.01525,0.00665,0.0041,0.0024,0.84791,0.06202,0.03316,0.00243,2.54412,2.25291,2.80863,13,cluster1
124,1993,233.90149,0.56939,98.99479,143.48676,176.2131,178.55534,57.4728,48.99738,0.00442,0,0.9104,0,0.01277,0.00106,0.04646,0.00227,0,0.02261,0,1.51637,1.64665,1.66875,18,cluster4
125,1993,214.56995,1.25784,101.12493,108.67555,136.36865,179.80476,57.3801,49.20793,0.02118,0.00105,0.34161,0.02376,0.09797,0.00905,0.00217,0.24515,0.22852,0.02374,0.00581,6.16013,6.1914,5.40835,1,cluster4
126,1988,130.55298,3.06122,34.49378,126.29656,149.25076,179.40971,56.84571,48.4815,0,0.3619,0.12128,0,0.04202,0.00212,0.33518,0.00692,0,0.12569,0.00489,5.15884,5.12685,5.36972,1,cluster1
127,1988,85.88517,4.4536,1.46417,130.33405,150.228,179.41042,56.68816,48.1593,0.0138,0.36034,0.08162,0,0.06351,0,0.05579,0.00352,0,0.42111,0.00031,3.41667,3.52531,3.80605,1,cluster1
128,1988,8.04645,2.33818,-32.84075,85.61327,94.92374,178.68175,57.46854,48.97946,0.10335,0,0.00001,0,0.87937,0,0.01727,0,0,0,0,3.71569,3.71572,3.71554,1,cluster2
129,1988,91.14183,4.38347,6.4891,127.32617,147.32332,182.54961,57.05581,49.05843,0.00294,0.47427,0.00624,0,0.08437,0,0.00083,0.00188,0,0.42948,0,2.70751,2.78234,2.92936,68,cluster1
130,1988,93.00991,4.35309,8.0713,126.71025,146.79002,179.18546,56.72167,48.31875,0.00294,0.50042,0.00622,0,0.0691,0,0.00082,0.00056,0,0.41994,0,2.44995,2.5028,2.62917,22,cluster1
131,1988,109.66208,3.74344,17.24112,132.20221,154.13271,179.01086,57.6274,49.029,0.05655,0.37118,0.00002,0,0.03835,0,0.09231,0.00053,0,0.44106,0,5.33876,4.87872,4.12519,16,cluster1
132,1988,114.23347,3.42417,29.70792,111.56424,131.75613,179.38487,57.61114,49.00254,0.16111,0.39915,0.00002,0,0.09511,0,0.09874,0.00025,0,0.24562,0,5.30627,5.19101,4.38052,1,cluster1
133,1988,111.36605,3.71513,18.26736,132.5685,154.6685,182.45296,56.91699,48.01712,0.04713,0.37916,0.00003,0,0.04293,0,0.09227,0.00074,0,0.43775,0,5.35241,4.88014,4.11009,16,cluster1
134,1988,111.34435,3.71563,18.29952,132.46317,154.55081,179.77847,57.19722,49.23126,0.04776,0.37916,0.00002,0,0.04295,0,0.09224,0.00074,0,0.43714,0,5.35808,4.88685,4.11925,16,cluster1
135,1988,91.37597,4.37166,7.26682,125.95931,145.83598,179.5668,57.62722,49.00053,0.01388,0.49401,0.00618,0,0.06496,0,0.00085,0.00001,0,0.42013,0,2.51228,2.53621,2.66431,17,cluster1
136,1988,109.17514,3.73571,16.66403,132.72926,154.6754,182.04265,55.8427,48.50813,0.05439,0.37083,0.00003,0,0.0358,0,0.09214,0.00029,0,0.44651,0,5.32108,4.8535,4.10129,12,cluster1
137,1988,91.10908,5.27477,33.05553,68.14349,82.13405,181.55164,56.17288,47.94593,0.69617,0,0.00003,0,0.04078,0,0.02358,0.00006,0,0.23938,0,4.22924,3.60907,3.72067,56,cluster3
138,1988,117.85398,3.18355,14.68226,150.64011,175.07745,190.58519,57.82382,49.80306,0.10767,0,0.00008,0,0.08364,0,0.26466,0.0055,0,0.53845,0,5.90413,5.22121,4.21393,34,cluster1
139,1988,134.15227,4.62965,36.81724,126.72363,150.00075,178.68927,57.49797,48.99922,0.27206,0,0,0,0.04914,0,0.23923,0.0002,0,0.43936,0,5.90478,5.1005,3.72271,99,cluster1
140,1988,162.99045,5.177,58.53832,123.23405,148.39734,179.42767,57.54261,49.0538,0.35095,0,0.00009,0,0.0902,0,0.20036,0.00139,0,0.357,0,6.08695,5.29303,4.80085,43,cluster1
141,1988,163.36005,5.20866,59.27764,122.16336,147.24673,179.70467,57.68349,49.21969,0.35717,0,0.00006,0,0.09078,0,0.20022,0.00145,0,0.35031,0,6.02184,5.22337,4.76976,11,cluster1
142,1988,134.15227,4.68288,37.37656,125.4787,148.62952,179.01804,57.61293,49.06985,0.27902,0,0,0,0.04914,0,0.23923,0.0002,0,0.43241,0,5.83824,5.04253,3.66889,70,cluster1
143,1986,106.06948,1.86484,51.3179,50.76566,64.1554,179.39412,57.57884,49.12079,0.74609,0,0.06871,0.10312,0.02552,0.01063,0.00164,0.00058,0.01918,0.01628,0.00825,3.31998,3.34035,2.41314,94,cluster0
144,1986,129.45354,2.51192,60.60941,66.45807,83.25629,179.31866,56.75841,48.41113,0.70132,0.013,0.0358,0.09855,0.06015,0.00017,0.01526,0.00191,0.0126,0.05673,0.00451,3.76932,4.52858,3.58037,47,cluster3
145,1986,129.13089,2.48032,60.5544,66.07866,82.81332,179.70033,57.66655,49.23097,0.69747,0.01214,0.04135,0.09749,0.06074,0.00032,0.01727,0.00137,0.01539,0.05258,0.00388,3.81176,4.51148,3.52947,60,cluster3
146,1986,131.70113,2.55838,61.46877,68.04141,85.17485,178.96251,57.58924,49.06577,0.6885,0.01405,0.03873,0.09854,0.05969,0.00016,0.01516,0.00175,0.01709,0.06184,0.00451,3.89597,4.59303,3.65395,28,cluster3
147,1986,135.8148,2.53632,64.04146,68.71383,86.23505,180.70581,56.93232,48.215,0.6947,0.01284,0.03779,0.10032,0.0631,0.00032,0.01568,0.00186,0.01205,0.05745,0.00388,3.8852,4.65306,3.652,52,cluster3
148,1986,141.93517,2.63205,71.71566,61.15266,78.38225,179.59686,57.44668,49.25113,0.67889,0,0.08911,0.13122,0.02545,0.03573,0.00475,0.00034,0.01573,0.01473,0.00403,3.96394,4.04358,2.83472,70,cluster0
149,1986,159.20828,3.42372,76.30902,77.79681,98.05672,181.12254,56.72576,48.67211,0.60178,0.0155,0.02564,0.17394,0.09598,0.00363,0.04159,0.00122,0.00905,0.03011,0.00156,4.30517,5.31075,4.01509,7,cluster3
150,1986,168.18465,3.36576,81.94737,79.2095,100.31003,178.98959,57.63681,49.05243,0.60067,0.01472,0.03452,0.17436,0.09087,0.00344,0.03952,0.00097,0.0102,0.02833,0.00241,4.34611,5.2742,3.93876,45,cluster3
151,2004,22.34402,3.47911,-25.3673,91.21846,102.20822,182.43071,56.9074,48.83146,0.31878,0,0.00598,0,0.28194,0,0.26837,0.00011,0,0.12482,0,5.98252,5.98796,6.07161,1,cluster3
152,2004,56.62946,3.44783,4.63781,77.76334,90.05142,182.42371,56.64361,49.06933,0.44249,0,0.04757,0,0.2464,0,0.21739,0.00002,0,0.04612,0,6.32639,6.10867,5.94233,16,cluster3
153,2004,29.85687,2.8565,-1.9804,50.84987,58.32787,182.77905,56.84813,48.96238,0.62099,0,0.02139,0,0.19035,0,0.16236,0.00019,0,0.00472,0,5.35809,5.37745,5.24682,13,cluster0
154,2004,17.80305,1.20406,-46.59353,131.40051,146.11397,182.53319,55.92678,48.22756,0.03797,0,0.00247,0,0.29711,0,0.51915,0.00014,0,0.14317,0,7.10197,7.08076,7.08816,69,cluster1
155,2004,26.7514,2.0702,-30.33565,109.13267,122.28218,179.38487,56.68578,48.15282,0.12615,0,0.00599,0,0.37715,0,0.4892,0.0004,0,0.00111,0,6.9978,6.90526,6.94455,36,cluster2
156,2004,11.82696,3.06022,-12.40185,46.00075,51.58623,183.51794,57.07247,49.04901,0.64788,0,0.0046,0,0.23743,0,0.01956,0.00004,0,0.09049,0,3.82838,3.84997,3.90627,19,cluster0
157,2004,82.83366,1.1283,39.86091,40.12373,50.62887,178.658,57.46969,48.98485,0.79468,0,0.05579,0,0.14729,0.00002,0.00156,0.00065,0,0.00001,0,5.45909,5.54638,5.46905,117,cluster0
158,2004,82.31301,1.30609,38.82979,41.60895,52.22432,182.61913,57.04482,49.08554,0.81724,0,0.02347,0,0.14028,0,0.01143,0.00758,0,0,0,5.41323,5.50692,5.70216,44,cluster0
159,2004,91.21561,0.73438,47.82337,35.43883,46.11981,179.08809,57.0411,48.76703,0.90134,0,0.01679,0,0.07264,0,0.00008,0.00914,0,0,0,4.94965,5.22907,5.46499,35,cluster0
160,2004,136.53156,1.02618,71.71322,52.7529,68.71057,179.04736,57.60799,49.16806,0.82071,0,0.02155,0,0.14074,0,0.0019,0.01508,0,0.00002,0,6.08004,6.06097,6.73141,116,cluster0
161,2004,129.30058,1.09507,66.929,52.15398,67.48918,179.75172,57.34098,49.12852,0.81509,0,0.02257,0,0.13505,0.00004,0.01111,0.01311,0,0.00305,0,6.14188,6.04825,6.73269,134,cluster0
162,2004,141.90697,1.05913,73.55396,57.01711,73.82495,179.2885,56.63315,48.20949,0.49958,0,0.09177,0,0.03917,0.00627,0.01051,0.3527,0,0,0,5.06869,4.8569,5.57165,10,cluster0
163,2004,91.56025,0.68521,49.27793,32.73737,43.17106,182.32629,56.64105,49.00992,0.90435,0,0.05162,0,0.04292,0,0.0004,0.00071,0,0,0,4.75394,4.7172,5.13194,36,cluster0
164,2004,124.04614,0.62827,68.36796,40.77793,54.55087,182.05635,56.60036,48.92238,0.9261,0,0.03465,0,0.03393,0.00357,0.0012,0.00055,0,0,0,5.64414,5.16409,5.07103,67,cluster0
165,2004,107.92538,0.97333,55.98913,43.25521,56.02719,179.75993,57.24148,49.03656,0.85254,0,0.0272,0,0.11712,0.00001,0.00185,0.00118,0,0.00011,0,5.73903,5.76633,6.2063,40,cluster0
166,2004,100.27542,1.7455,39.08477,68.98168,83.76933,183.02672,55.75651,48.58933,0.54655,0,0.12016,0,0.24972,0.00146,0.06677,0.00229,0,0.01305,0,7.51551,7.26634,7.15297,61,cluster3
167,2004,93.20749,1.65572,31.55934,74.73775,89.56031,180.98766,55.69519,48.74832,0.43803,0,0.15285,0,0.32244,0.00349,0.04471,0.00154,0,0.03694,0,7.50273,7.32233,7.19852,33,cluster3
168,2004,114.62705,1.57101,50.96776,64.85615,80.34013,183.53883,56.92041,49.18313,0.60847,0,0.07351,0,0.28097,0.00001,0.03441,0.00244,0,0.00019,0,7.22463,7.12204,6.87049,76,cluster3
169,2004,120.02618,0.65607,66.08523,39.60585,52.94761,179.08279,57.62479,49.16884,0.9146,0,0.03316,0,0.05084,0,0.00061,0.00078,0,0.00001,0,5.51582,5.00204,4.64133,82,cluster0
170,2004,110.92815,0.60391,62.15715,34.19716,46.28346,179.18416,57.55639,49.04643,0.92171,0,0.0499,0,0.02772,0.00017,0.00031,0.00019,0,0,0,4.74328,4.12178,3.83857,74,cluster0
171,2004,130.39766,1.22547,67.2008,53.25547,68.78765,200.6058,59.96006,53.5344,0.77008,0,0.05624,0,0.16811,0,0.00458,0.00099,0,0,0,6.71826,6.14145,5.73086,59,cluster3
172,2004,102.0429,2.1209,34.01732,83.01011,99.35824,179.85168,57.30325,49.05325,0.32222,0,0.13019,0,0.52732,0,0.01792,0.00235,0,0,0,6.60991,6.4292,6.40189,28,cluster2
173,2004,156.6714,1.82148,61.86813,105.99335,128.91672,179.8069,56.70164,48.16697,0.1944,0,0.45754,0,0.19183,0.06354,0.0742,0.00193,0,0.01657,0.00001,7.73463,7.60571,7.22922,76,cluster4
174,2004,118.59992,2.26638,38.49137,98.80592,118.04269,181.52632,56.77829,47.8773,0.25014,0,0.31901,0,0.18385,0.04071,0.15721,0.00122,0,0.04786,0,7.80206,7.68225,7.34176,63,cluster4
175,2004,75.11941,2.17925,25.58528,59.89916,71.81125,180.54803,55.81777,48.84932,0.54717,0,0.09421,0,0.34633,0,0.01176,0.00011,0,0.00042,0,6.26174,6.10872,5.95567,67,cluster3
176,2004,72.56804,3.13969,10.2515,90.06056,104.83431,179.03142,57.52525,49.06834,0.40006,0,0.06282,0,0.28995,0.00006,0.04925,0.00047,0,0.19739,0,7.56596,7.1315,7.23528,60,cluster3
177,2004,68.37508,1.22977,-0.23946,106.88933,123.04463,179.36726,57.57996,49.10441,0.05425,0,0.02804,0,0.7593,0,0.15237,0.00018,0,0.00586,0,7.16681,6.86071,6.64576,5,cluster2
178,2004,73.52439,1.97579,12.33535,86.9099,101.43831,182.57416,56.17907,48.09546,0.24236,0,0.05836,0,0.54642,0,0.13233,0.00087,0,0.01966,0,7.55838,7.5977,7.64282,43,cluster2
179,2004,116.75956,0.53189,64.85369,37.26586,50.11647,179.25568,56.75364,48.36887,0.95267,0,0.02035,0,0.02606,0.00007,0.00061,0.00023,0,0,0,4.52054,5.24073,4.46804,169,cluster0
180,2004,98.1257,0.94799,52.44045,35.91065,47.17627,183.76949,57.05626,49.11893,0.87429,0,0.03165,0,0.09376,0,0.00021,0.00008,0,0,0,4.98832,4.43417,4.13454,42,cluster0
181,2004,110.67007,0.54565,60.99018,36.39318,48.68223,179.57381,57.42774,49.16205,0.94082,0,0.02942,0,0.02835,0,0.00109,0.00027,0,0.00004,0,5.22096,4.99766,4.46511,63,cluster0
182,2004,155.81274,0.73009,81.4321,61.11211,79.41561,203.47745,63.25851,52.21631,0.81756,0,0.08345,0,0.09745,0,0.00125,0.00029,0,0.00001,0,6.73564,6.45396,5.69959,171,cluster3
183,2004,64.17588,1.51333,20.91531,53.27112,63.6607,179.00279,57.60767,49.02901,0.54139,0,0.16178,0,0.29621,0,0.00007,0.00054,0,0,0,6.52189,6.30058,6.34056,34,cluster3
184,2004,128.88861,1.375,58.79546,69.61684,86.69164,185.23425,56.11661,49.12583,0.48717,0,0.26725,0.00001,0.23571,0.00257,0.00618,0.00056,0,0.00055,0,7.20787,7.00406,6.5571,171,cluster3
185,2004,144.4837,0.92718,73.69447,60.71245,78.09535,178.75893,57.53186,48.99384,0.80769,0,0.10953,0,0.05803,0.00332,0.01565,0.00031,0,0.00547,0,6.89131,6.64666,6.08813,109,cluster3
186,2004,66.36563,0.86097,24.94316,47.71203,57.70774,181.26711,56.56535,47.86379,0.75658,0,0.10429,0,0.13464,0.00049,0.00269,0.00132,0,0,0,6.8125,6.5106,6.41485,49,cluster0
187,2004,83.76333,1.7619,34.11222,54.36531,66.38746,178.64062,57.46133,48.98344,0.65973,0.00028,0.05304,0,0.24889,0.00057,0.02437,0.01027,0,0.00284,0.00001,6.07085,6.10668,6.05349,19,cluster3
188,2004,64.69086,1.5401,6.64433,85.83659,99.56991,181.55052,56.90977,48.31823,0.19178,0.00001,0.05724,0,0.65829,0.00028,0.03473,0.00938,0,0.04827,0.00002,7.36064,7.35744,7.43668,37,cluster2
189,2004,75.93441,1.69973,22.5222,67.98469,80.78037,182.21889,56.80825,48.22059,0.31713,0,0.1108,0,0.5677,0.00233,0.00152,0.00052,0,0,0,6.38356,6.31691,6.41291,3,cluster2
190,2004,102.79783,1.88218,39.66509,71.61355,86.86415,179.37326,57.56132,49.09823,0.52454,0.00064,0.04722,0,0.34446,0,0.04905,0.01161,0.00005,0.02241,0,7.30894,7.43979,7.27708,137,cluster3
191,2004,91.88391,1.02697,38.86831,56.4106,69.27106,181.97343,56.59208,48.96224,0.66599,0.00003,0.0564,0,0.26108,0.00007,0.00326,0.01134,0,0.00182,0,6.67632,6.87011,6.7343,126,cluster3
192,2004,84.26903,2.30745,18.9914,88.80793,104.36354,178.97939,57.679,49.1401,0.34251,0.00003,0.05975,0,0.43454,0.00043,0.13586,0.02084,0.00002,0.00602,0,7.75789,7.78435,7.64372,56,cluster2
193,2004,89.32499,1.22576,44.0557,40.88411,51.97064,181.87199,56.97101,48.5687,0.80287,0,0.04669,0,0.14705,0,0.00221,0.00104,0,0.00014,0,5.52142,5.25065,5.10953,68,cluster0
194,2004,44.31439,1.41554,12.15213,41.88203,49.57333,179.39503,57.58043,49.10477,0.56029,0,0.10342,0,0.33225,0,0.00259,0.00139,0,0.00006,0,5.77709,5.63,5.70155,21,cluster3
195,2004,50.35208,1.19749,4.86204,67.49989,78.25911,179.80531,57.20783,49.17835,0.26945,0,0.10947,0,0.60628,0,0.00882,0.00596,0,0.00001,0,7.24756,7.18664,7.18011,98,cluster2
196,2004,108.98151,1.64042,38.40452,84.03795,101.02935,178.70189,57.4883,49.01471,0.28727,0,0.3775,0,0.26213,0.00317,0.06546,0.00147,0,0.003,0,7.74298,7.49158,7.20202,146,cluster4
197,2004,156.90746,0.38563,89.62118,44.58763,61.29976,179.39883,56.68775,48.15321,0.97364,0.00001,0.00006,0,0.0255,0,0.00011,0.0005,0,0.00018,0,4.43913,4.87374,5.72763,34,cluster0
198,1983,55.34706,0.88288,30.51368,18.17391,24.31706,178.5755,57.45865,48.99584,0.91195,0.00067,0.02405,0,0.03878,0,0,0.02455,0,0,0,1.77655,1.78432,1.97737,111,cluster0
199,1983,76.55653,0.95948,42.77097,23.88256,32.25242,179.87589,57.29779,49.04358,0.89075,0.00106,0.03567,0,0.03647,0,0,0.03605,0,0,0,2.24446,2.17349,2.4337,102,cluster0
200,1983,75.73755,0.9371,42.38816,23.46068,31.72413,179.58279,57.31914,49.13886,0.89505,0.00108,0.03423,0,0.0352,0,0,0.03444,0,0,0,2.15212,2.11033,2.38159,103,cluster0
201,1983,51.10604,2.0626,24.10754,25.8359,32.42691,179.34447,56.6392,48.1716,0.90764,0,0.00247,0.00466,0.00195,0.00336,0.00439,0,0.00355,0.00361,0.06836,1.58342,1.53845,1.26134,20,cluster0
202,1983,61.40174,2.07273,30.06215,28.5969,36.2678,179.60493,57.46376,49.21866,0.90227,0,0.00247,0.00635,0.00491,0.00809,0.00464,0,0.00355,0,0.06772,1.77051,1.74334,1.38238,7,cluster0
203,1983,64.82133,2.05445,32.01482,29.56973,37.60496,185.52332,56.01691,48.90159,0.89449,0,0.006,0.0093,0.00464,0.00471,0.00465,0,0.00855,0,0.06766,1.86276,1.82882,1.4421,4,cluster0
204,1983,53.05737,2.57453,24.33984,28.35411,35.35218,179.55795,56.78833,48.35019,0.87826,0,0.0037,0.00698,0.00222,0.0046,0.0847,0.00008,0.0058,0.00692,0.00675,1.79151,1.72276,1.56876,27,cluster0
205,1983,126.66007,3.20135,65.03619,52.25973,67.40054,179.63017,57.44664,49.17354,0.83543,0,0.0068,0.01322,0.01215,0.00893,0.0083,0,0.00877,0,0.1064,3.18787,3.05372,2.37304,25,cluster0
206,1983,102.62036,3.11564,51.19783,45.66786,58.2725,182.59346,55.92959,48.21608,0.84532,0,0.0058,0.01029,0.00419,0.01001,0.00826,0.00006,0.0093,0,0.10677,2.7563,2.66236,2.03935,12,cluster0
207,1983,120.88837,3.22904,61.49802,51.15721,65.73782,180.76833,56.49184,47.82192,0.83368,0,0.00688,0.0128,0.01487,0.00826,0.00834,0.00004,0.00877,0,0.10636,3.13208,3.03438,2.26643,26,cluster0
208,1983,105.21916,3.1205,52.69952,46.36778,59.2453,182.08078,56.60449,48.92604,0.8445,0,0.0058,0.01133,0.00415,0.00993,0.00818,0.00004,0.00911,0,0.10695,2.78991,2.71403,2.07323,13,cluster0
209,1983,106.68599,3.09499,53.5429,46.7722,59.8047,178.63264,57.43678,49.00578,0.84007,0,0.00793,0.01398,0.00427,0.0071,0.00824,0.00006,0.01215,0,0.1062,2.83865,2.75217,2.08705,14,cluster0
210,1983,102.53245,1.63877,53.62919,40.11937,52.15429,179.06329,57.6201,49.16962,0.80271,0,0.07266,0.00116,0.11758,0.00223,0.00342,0,0,0.00001,0.00023,3.31642,3.51953,2.9762,25,cluster0
211,1983,107.6582,1.5695,57.04669,40.48571,52.95597,182.42307,56.91556,48.3221,0.79036,0.02326,0.07233,0,0.10535,0.00219,0.00411,0.00237,0,0.00001,0.00001,3.26649,3.45702,3.16464,31,cluster0
212,1984,115.98767,4.26706,15.9076,145.00972,168.7309,179.4007,57.56925,49.10833,0.24097,0,0.00069,0.00044,0.22681,0.00006,0.48512,0.0002,0,0.04389,0.00181,7.51428,6.12713,7.22197,51,cluster1
213,1984,116.17541,4.20374,15.93786,145.23438,168.99295,179.65115,57.33615,49.17528,0.22834,0.00727,0.00094,0.00036,0.23387,0.00006,0.47905,0.00061,0,0.04845,0.00105,7.57864,6.16933,7.28236,33,cluster1
214,1984,117.19327,4.25179,17.26928,143.85417,167.55177,179.73341,56.40655,48.8367,0.23387,0.00756,0.00063,0.0005,0.25212,0.00006,0.46206,0.0015,0,0.04063,0.00106,7.57969,6.2457,7.27074,33,cluster1
215,1984,116.47359,4.37442,17.61025,141.97578,165.42693,179.13756,57.56645,49.05179,0.24716,0.00695,0.00058,0.0005,0.24622,0.00292,0.45133,0.00122,0,0.04175,0.00137,7.55316,6.27649,7.27117,33,cluster1
216,1982,247.99799,3.2706,119.11349,120.63328,152.13622,182.95564,56.42412,48.96637,0.00868,0.50109,0.00583,0.36,0,0.00074,0.01003,0.00698,0.06934,0.00141,0.0359,2.54883,2.93902,3.34594,1,cluster1
217,1982,246.0462,3.98335,113.67402,129.70454,161.97612,179.77451,56.44047,48.80079,0.49473,0,0.00008,0.47046,0.03447,0,0,0.00027,0,0,0,2.83014,4.72611,3.48675,28,cluster1
218,1982,245.33546,4.13753,113.65209,128.64781,160.75697,182.1405,55.82706,48.50021,0.49663,0,0.00005,0.45193,0.05102,0,0,0.00038,0,0,0,2.86924,4.42194,3.54626,27,cluster1
219,1982,91.2868,7.017,13.99733,110.8398,129.17567,204.06703,63.48986,52.21004,0.45648,0.00376,0.02634,0,0.01721,0.01156,0.01776,0.00052,0,0.46635,0,3.88211,3.91933,3.97805,27,cluster1
220,1982,246.24963,3.96817,112.85644,131.84074,164.34485,178.87991,57.5909,48.98566,0.47906,0,0.00009,0.48958,0.03099,0,0,0.00027,0,0,0,2.85821,4.75838,3.50664,29,cluster1
221,1982,90.23346,7.03808,12.56565,112.38799,130.7991,178.91716,57.51485,49.06111,0.4498,0.00625,0.01701,0,0.01948,0.00569,0.01559,0.00217,0,0.48401,0,3.75901,3.82286,3.86473,28,cluster1
222,1982,88.97034,7.06298,12.12194,111.41084,129.62471,182.69907,56.98646,48.39941,0.45547,0.00553,0.01546,0.00001,0.01973,0.00491,0.0162,0.0025,0,0.4802,0,3.72798,3.79612,3.85966,28,cluster1
223,1982,245.57835,3.95462,112.7109,131.1205,163.49939,179.40298,57.22475,49.18627,0.48366,0,0.00008,0.48049,0.03549,0,0,0.00027,0,0,0,2.88988,4.81958,3.51145,28,cluster1
224,1988,95.52341,4.76508,26.70768,89.13901,105.60247,179.92506,56.85675,48.25601,0.41892,0,0.1201,0,0.1363,0.00071,0.31183,0.0047,0.0001,0.00734,0,6.60961,5.94617,5.90781,60,cluster3
225,1988,78.38242,3.69827,5.2075,110.3317,127.61361,181.90024,57.39833,48.24944,0.2293,0.01433,0.03983,0.02955,0.15903,0.00328,0.51692,0.00028,0.00006,0.00498,0.00243,5.05884,4.82081,4.92964,5,cluster1
226,1988,62.62188,3.70524,-2.12778,102.14334,117.37025,178.88873,57.51475,49.05997,0.24622,0.00985,0.05269,0,0.27612,0.01653,0.39628,0.0014,0.00017,0.00055,0.0002,5.03243,4.754,5.06635,2,cluster3
227,1988,66.13414,3.79815,0.72437,101.25828,116.66824,182.57881,55.78933,47.90577,0.25748,0.00978,0.07053,0,0.24984,0.01377,0.39565,0.00217,0.00005,0.00055,0.00017,5.17145,4.91503,5.22066,2,cluster3
228,1988,47.87804,2.58341,8.85452,54.76506,64.04016,179.33344,56.7083,48.36123,0.50109,0,0.09369,0,0.38907,0.00659,0.00923,0.0002,0,0.00009,0.00005,5.89248,5.80644,5.75706,50,cluster3
229,1988,35.84821,5.12168,-12.312,83.16544,94.38725,179.48425,57.40062,49.1868,0.46116,0.00416,0.01936,0.00083,0.14293,0.00892,0.25709,0.00502,0,0.0969,0.00363,5.9627,5.94916,6.0085,14,cluster3
230,1988,44.64901,2.83196,9.55632,48.18031,56.53655,181.54025,56.67874,47.8429,0.51233,0,0.24666,0.00081,0.17448,0.00654,0.04719,0.00128,0,0.01072,0,4.86075,4.68772,4.60205,9,cluster3
231,1988,135.46461,1.93651,64.69162,66.72199,84.01393,181.74086,56.30249,48.08487,0.36521,0.08127,0.29709,0.00376,0.22629,0.00095,0.00737,0.01101,0.00012,0.0005,0.00641,5.24152,5.57379,5.72333,24,cluster4
232,1988,132.07098,2.02788,62.03202,67.36301,84.45636,183.4136,56.98846,49.14296,0.35845,0.08353,0.28865,0.00376,0.2281,0.00002,0.01761,0.01144,0.00012,0.00244,0.00587,5.23083,5.58722,5.7547,23,cluster4
233,1988,138.96294,1.83437,66.70296,67.68672,85.34829,179.41222,56.91271,48.46818,0.37792,0.08359,0.31615,0.00188,0.19482,0.00132,0.00667,0.0108,0.00006,0.00062,0.00616,5.07756,5.4191,5.51642,22,cluster4
