@relation 'AT: exemplo4_weka-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R25-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.355pleasure-0.355dominance-0.329entropy_g-0.326entropy_b-0.32entropy_r... numeric
@attribute 0.362mean-0.33solidity-0.329perimeter+0.297entropy_r-0.291avg_size... numeric
@attribute -0.464sat_m-0.439tamura_contrast-0.427black-0.29saturation-0.25arousal... numeric
@attribute -0.507arousal-0.418saturation+0.315white+0.276pink+0.239tamura_contrast... numeric
@attribute 0.327dominance+0.319pleasure-0.31black+0.305hue_m-0.277total_area... numeric
@attribute 0.624hue_m+0.584val_m-0.176white+0.164gray-0.144green... numeric
@attribute 0.497orange-0.38blue+0.376brown+0.335yellow-0.331green... numeric
@attribute -0.649purple+0.416green+0.359count+0.277brown-0.207yellow... numeric
@attribute 0.694year-0.38count-0.33total_area-0.312red-0.201yellow... numeric
@attribute '-0.56yellow-0.362green+0.35 brown+0.323white-0.3gray...' numeric
@attribute '0.77 red-0.337yellow-0.234blue+0.231green-0.228orange...' numeric
@attribute '0.697year+0.41 count+0.323total_area+0.211red+0.203purple...' numeric
@attribute -0.616circ-0.392solidity+0.309perimeter+0.284avg_size+0.238total_area... numeric
@attribute 0.657blue-0.464green-0.448purple+0.267red+0.151gray... numeric
@attribute -0.55pink+0.404gray+0.396orange-0.281count+0.244perc_area... numeric
@attribute 0.589orange-0.455yellow+0.358pink-0.356brown-0.25white... numeric
@attribute 0.454total_area+0.413brown+0.368pink+0.302mean-0.235perimeter... numeric
@attribute -0.486gray-0.425count+0.328white+0.314total_area+0.261mean... numeric
@attribute -0.629perc_area+0.382avg_size+0.329mean+0.309gray-0.184count... numeric
@attribute -0.414blue-0.352brown+0.332saturation+0.329arousal-0.307green... numeric

@data
-1.426909,1.50126,-1.586811,-0.528288,1.239763,2.226437,1.360316,1.017878,1.694863,1.397865,0.351105,0.859156,0.005732,-0.100856,-0.775998,-0.501407,1.401913,0.006029,0.381569,-0.255424
-0.376233,0.775951,-0.899864,-0.161659,0.02324,2.485671,-0.078164,0.329924,0.848383,-0.079417,0.238934,1.467537,0.357457,0.259847,0.299472,-0.131872,0.256312,0.52709,0.050741,0.554694
2.375728,0.732632,-0.91575,-0.013364,0.915877,2.112646,0.556434,-0.078689,1.422256,0.522511,0.269809,1.201884,1.23424,0.018264,-0.643333,-0.063876,-0.267943,0.495155,0.201339,0.299139
1.342487,1.050767,-1.432589,-1.158283,0.548366,2.282139,0.436752,0.849991,0.894202,0.601623,-0.263419,1.781794,-0.12825,-0.013837,-0.795696,0.063522,-0.589059,0.294735,0.134666,0.482154
2.365384,0.378595,-0.022928,0.149091,-0.912156,2.641363,0.296367,0.6621,0.26117,0.042843,-0.282678,2.283837,-0.100108,0.055853,-0.718683,0.539241,-0.104406,0.61256,-0.809411,-0.020138
0.404264,1.360457,-2.068164,-1.353805,1.348102,2.079864,0.865557,0.720381,1.574384,1.074826,0.072564,1.120533,0.251856,-0.076251,-0.481772,-0.501013,-0.267377,0.402723,0.532042,0.37427
4.564065,-0.714344,0.55425,0.744464,-0.096426,2.383666,0.542175,0.001985,1.092752,-0.148759,0.054407,1.495777,0.444488,0.043525,-0.448081,0.263334,-0.309412,0.171387,-0.173227,-0.509105
-1.087672,-0.548448,-1.124276,1.858223,2.017983,1.729724,0.477345,-0.233163,0.653321,0.416444,0.549864,1.681753,-0.673586,-0.059926,0.454408,0.024516,-0.615001,1.060524,-0.260483,-0.020574
2.015141,-0.077933,-1.690135,-1.503158,1.482676,1.911819,-0.055158,0.451004,0.229985,0.492097,-0.208689,0.278484,-0.185412,-0.051737,-0.579306,-0.114304,-0.731741,0.090157,0.821855,1.103289
0.916568,0.273149,-2.146789,-1.404618,2.243079,1.684286,-0.078076,0.185247,0.426587,0.622093,0.024334,0.045653,0.835219,-0.082889,-0.324366,-0.272292,-0.843545,0.318177,0.599125,1.7885
0.353699,-0.61142,-0.364726,0.149044,0.119461,2.613549,0.406268,0.769342,0.351761,0.027385,-0.262494,-0.020046,-1.775437,-0.165796,-1.002579,0.194206,-0.24559,0.262581,-0.277231,-0.173227
-0.902689,1.20952,-2.313488,-2.353624,1.475613,1.832473,1.887666,1.800237,0.55555,2.093135,1.146364,-0.113427,-1.299486,0.063795,-0.633488,-1.569565,1.075433,-0.806528,0.5247,-0.709883
1.184353,0.665724,-1.891294,-1.476449,2.24587,1.452367,0.017855,0.246913,0.505714,0.612654,-0.13439,-0.018324,0.46409,-0.137787,-0.653071,-0.152556,-1.050172,0.372569,1.121184,1.461843
6.505659,-2.720121,1.327675,0.594196,0.367583,1.865045,0.699007,0.128985,0.065546,-0.338593,0.112429,0.320537,0.454771,-0.105325,0.294647,0.284812,0.834807,-0.492708,0.432353,-0.229869
-1.465032,-0.927045,-2.012098,1.263466,2.363724,4.676076,1.099025,0.21663,-0.097597,-0.425937,-0.318124,0.218439,0.056031,-0.342207,1.640275,1.490774,-0.201987,0.377634,-0.575224,-0.127983
-2.709712,-2.219765,-1.295389,-0.262682,0.900038,2.748141,0.673463,0.261528,0.346292,-1.225014,-0.414767,-0.456057,-1.150345,-0.476271,1.546636,1.51377,-0.614279,-0.239208,-0.833237,-0.11045
-1.816568,-1.748,-0.78049,1.521785,1.305549,2.118046,0.541332,0.333333,-0.009707,-0.137604,-0.294771,0.055401,-0.786452,-0.336331,1.486779,0.583543,-0.376206,0.650222,-0.388249,-0.139649
-2.232242,-1.558385,-1.022431,0.982388,1.039745,2.543676,0.657411,-0.110444,0.222878,-0.347516,-0.122866,-0.266958,0.158046,-0.195767,1.222902,0.902579,-0.6424,-0.20975,-0.712393,-0.087834
-2.508894,-2.139341,-0.7408,0.395473,0.699885,2.862497,0.517566,0.077973,0.204129,-0.565338,-0.198258,-0.215302,-0.596567,-0.308671,1.124797,0.952146,-0.310521,0.184189,0.038543,-0.419996
-1.730142,-0.578818,-1.526612,1.124111,1.397669,2.271206,0.942254,-0.067319,0.032939,-0.574549,-0.336504,-0.165394,-0.108642,-0.357506,1.765055,1.54055,-0.184286,0.204482,-0.580792,-0.106647
-0.740172,-0.443476,-0.94028,1.730611,1.513561,2.153414,0.719135,-0.329918,0.163156,-0.481361,0.074531,-0.264751,1.221938,-0.110198,0.920888,1.366137,-0.080435,-0.373608,-0.213453,0.015265
-3.863081,-3.971152,-0.549578,-0.860809,-0.334161,2.799449,1.009713,0.032879,0.41986,-0.740485,-0.499576,-0.458034,-0.883691,-0.400815,0.773972,1.674594,-0.539823,-0.135591,-0.045424,-0.384184
-1.399536,-3.085149,-4.323857,-0.588917,6.259404,-0.857102,8.556375,-3.095682,-2.771715,-9.721989,-7.243997,2.546375,0.465579,1.061876,-1.878665,-3.798586,0.121958,-0.508083,-0.083244,-0.800237
-1.935913,-9.605406,-1.734792,-3.099078,5.417907,1.406903,-4.34817,7.011623,0.234679,-4.200174,2.784047,1.274912,2.366243,-6.349954,-1.949569,0.241455,-0.329618,-0.781847,-2.419265,-1.603691
-2.665714,-7.004476,-0.429787,-0.218249,1.816261,1.678367,-0.799149,-0.056277,1.180549,0.834552,-0.752696,-0.994245,-0.504093,1.857385,-3.097285,2.014814,1.752255,-1.581113,-0.841827,0.934491
-2.809619,-7.36208,-1.028123,-2.815389,2.973592,0.57751,-3.354672,4.930936,0.318799,-3.323397,2.469745,0.584698,1.179926,-4.397215,-1.512055,0.03023,-0.686617,-0.458862,-2.170211,-1.512057
-2.992521,-7.221489,0.007609,0.258994,2.032338,1.57323,-0.422928,-0.008578,1.234323,0.787621,-0.597092,-1.017308,-0.608599,1.354599,-3.190548,2.003988,1.741481,-1.948972,-0.759586,1.269688
1.236607,-0.198183,-2.764827,-1.980634,2.628702,1.063636,-2.151376,0.818122,-0.247663,0.30731,-0.607158,0.039519,0.794691,0.871136,-0.950946,0.522498,-0.699172,0.765968,-0.083828,-0.149074
1.502116,0.13354,-2.908588,-1.812536,2.280166,1.47875,-0.968913,0.211289,-0.238036,1.083349,-0.96801,-0.04186,0.715711,1.52705,-0.463337,0.591749,-0.557506,0.550499,-0.015622,0.135453
-0.879945,-1.170639,-1.835362,0.431465,1.743007,1.859712,1.13296,0.166126,0.477783,-0.128449,-0.101083,-0.938089,-0.594538,-0.441887,-0.10599,1.506529,0.49509,-0.187296,-0.617492,0.546103
-0.64878,-1.961373,-1.12693,1.263017,1.673671,1.770227,0.333167,0.042376,0.575475,-0.264777,0.18303,-1.022619,-0.921409,-0.314329,-1.098759,1.284174,1.321925,-0.546211,-0.223241,1.067584
-1.068177,-2.166716,-2.049765,1.885715,3.152802,4.325152,1.285987,0.045846,0.539242,0.117539,0.113888,-0.75888,0.252429,-0.433825,-0.880852,1.822583,0.967818,-0.360176,-1.036354,0.841045
0.881311,-0.197831,-1.746658,-0.78644,1.180632,2.105811,-0.408518,0.176396,-0.224127,0.344621,-0.481982,-0.152005,-0.394183,0.831608,-0.614982,0.644126,-0.507058,0.384051,-0.41875,-0.029902
0.580682,0.226792,-2.371023,-2.396478,1.633764,1.892943,1.513112,1.039106,0.517115,1.398294,0.852418,-0.609491,-0.544153,-0.098272,-0.053614,-1.17311,0.329797,-0.037484,0.416131,0.151719
-0.388183,-1.115486,-1.676209,1.328938,2.657656,1.629994,0.782122,-0.8204,0.687214,0.897823,0.480132,-0.946653,0.953714,-0.476587,-2.060334,1.235704,0.864152,-0.852183,-0.351164,1.342686
-0.155946,-1.557325,-1.355908,1.271886,2.544298,0.795295,0.22463,0.607754,-0.149082,1.259349,0.086196,0.02388,-0.086656,-0.366412,0.482952,-0.847856,-1.238319,0.999218,-0.574545,1.041496
1.217538,-1.539702,-2.306455,-1.895943,3.471306,0.545211,-1.472881,2.95075,-0.088829,-1.655743,1.701505,0.128419,0.764163,-2.896659,-0.885572,0.179407,-0.468029,0.961979,-0.047271,-0.614479
0.254886,-2.76259,-3.256219,-1.967618,3.094733,4.009497,-2.000101,0.666994,-0.238425,0.645888,-1.12845,-0.258253,-1.393504,2.911002,-0.687432,1.133521,1.351013,0.707526,-0.587196,-0.419292
1.062366,-1.466284,-2.729826,-2.127076,2.519148,1.545392,-2.56979,0.397299,-0.258999,0.603396,-1.217971,-0.472316,0.408195,3.321561,-0.137948,0.785019,0.330542,0.921751,-0.803358,-0.317011
1.182912,0.535036,-2.247271,-0.810931,2.160492,1.516135,0.187438,0.715993,-0.220708,-0.068158,0.399399,-0.096726,1.000269,-0.775886,-0.270606,0.36615,-1.038526,0.548958,0.149405,0.472663
1.93065,-0.888649,-1.050208,0.507649,1.390365,1.573154,-0.062838,0.557203,-0.174087,0.280659,-0.051602,-0.102026,-0.184903,-0.381597,-0.454552,-0.127905,-0.479721,0.382673,0.322603,0.678156
3.218318,-2.125439,-0.526599,-0.837653,1.008207,2.081271,0.043878,-0.124723,-0.004259,0.070306,0.160503,-0.357573,0.868816,0.065696,0.161942,-0.154863,-0.319365,-0.433428,-0.805017,1.418512
3.820451,-1.116246,-0.614556,-0.42234,1.116274,1.900034,0.374911,0.518194,-0.034326,0.119004,0.210124,-0.203281,0.631508,-0.422608,-0.129093,-0.152676,0.09661,-0.025303,0.337299,0.290404
5.877885,-2.426219,1.228467,1.108199,0.339422,1.801358,0.60119,0.255906,-0.415167,-0.172885,0.029161,0.06511,0.226771,-0.188731,0.243365,0.138993,0.637061,-0.195807,0.220996,-0.333943
0.966032,-2.438816,-1.694183,-2.166263,2.8542,1.392427,-0.35681,0.280658,0.004113,0.295571,0.25299,-0.369719,0.88842,-0.105841,0.838323,-0.294017,0.077206,-0.466363,-0.568888,2.730932
0.935638,-0.459839,-2.146767,-1.983899,1.442669,1.935654,0.632759,1.145113,0.330385,0.505529,0.066857,-0.578216,-0.731226,-0.479488,0.012892,-0.420442,0.330178,-0.030334,0.435905,0.56834
3.808057,-0.993133,-0.380239,-0.310784,1.110632,1.625647,0.362022,0.353109,-0.064962,0.018782,0.099133,-0.238039,0.615987,-0.398841,-0.132478,0.086394,-0.031035,0.053733,0.360513,0.30689
2.714144,0.058487,-1.496475,-1.088814,1.648289,1.650731,0.071336,-0.080153,0.028241,0.494869,-0.035129,-0.281755,0.904125,-0.261555,-0.345417,-0.091168,-0.673156,0.270891,0.605448,0.994575
1.713631,-0.523777,-1.599453,-0.866784,1.599508,2.263331,-0.266508,0.305709,0.079663,0.121252,-0.090885,-0.323301,-0.16971,-0.212495,-0.404826,-0.218873,-0.976498,0.461278,0.74673,1.148007
6.723488,-2.90651,1.427805,0.675067,0.513491,2.244573,0.699462,0.175984,-0.290457,-0.392905,0.096632,-0.025936,0.369112,-0.164956,0.345693,0.27099,0.994935,-0.338669,0.52131,-0.289907
4.289819,-1.640271,0.381856,0.49322,0.295428,2.329606,0.243498,0.455418,-0.534618,-0.387529,-0.078356,0.169054,-0.102648,-0.167506,-0.139938,0.344043,0.506027,-0.106563,0.523865,0.02577
4.292228,-2.0439,0.742184,0.620396,0.223493,2.246887,0.347791,0.126006,-0.293902,-0.389331,0.096796,-0.112549,0.144904,-0.138088,-0.003724,0.3231,0.787038,0.097176,0.339483,0.049611
4.100012,-2.356914,0.424544,0.990739,0.828185,3.837127,0.466467,0.376455,-0.308505,-0.365132,0.062661,0.059839,-0.301346,-0.190429,-0.456345,0.546567,1.178693,0.296254,0.430106,0.061468
4.363589,-1.33279,0.555906,0.607678,0.236118,2.101143,0.231791,0.424655,-0.611728,-0.283328,-0.10566,0.204056,0.041899,-0.104987,-0.057563,0.338247,0.254532,-0.298481,0.517067,-0.0806
4.418239,-1.608507,0.47643,0.65962,0.240959,2.293613,0.273518,0.37982,-0.504661,-0.290897,-0.035288,0.267391,0.137608,-0.099464,0.022663,0.297455,0.43146,-0.196726,0.442454,-0.00865
-1.561582,-0.97471,-3.906278,-0.541024,5.127961,0.257014,3.955819,-1.562359,-2.031889,-4.530041,-1.138259,1.194349,0.422721,1.356628,-1.894594,-1.024188,0.013382,0.353753,-0.151988,-0.835638
4.017712,-2.161532,0.034288,-0.061483,0.795033,1.95907,0.373028,0.0079,-0.404698,-0.645717,0.186806,0.13745,-0.742227,-0.085601,-0.526387,0.241232,0.617012,-0.023294,0.381442,-0.042076
1.394645,-4.057701,-2.92786,-0.587647,4.376095,0.903532,5.904361,-2.879898,-3.057046,-8.991235,-5.417011,2.626864,0.809608,1.622227,-3.136868,-7.035087,1.228272,-0.576191,-0.788051,-0.092732
-2.383525,-5.733099,0.483973,1.779342,2.076723,1.840019,0.338062,-0.012354,1.011567,-0.11145,1.082814,-1.45325,-1.857807,0.205717,-3.825808,1.995372,1.616679,-1.795591,-1.627033,0.768555
-2.302006,-5.526319,0.367824,1.585757,1.898638,1.623139,0.291287,-0.05463,0.991476,-0.217654,0.982059,-1.447405,-1.843041,0.14738,-3.673131,1.870625,1.564859,-1.696884,-1.566507,0.790135
-2.441166,-5.691699,0.518404,1.779993,2.061498,1.835994,0.351276,-0.02184,1.024035,-0.126784,1.095416,-1.472462,-1.868145,0.197145,-3.853218,2.004398,1.598951,-1.789619,-1.642836,0.768798
-1.176386,-0.625637,-0.170677,3.536823,2.572914,1.696612,-0.23949,0.575824,-0.522064,0.810265,0.098197,0.214885,-0.657054,-0.144492,0.187531,-0.616655,-0.939645,0.825525,0.746218,-0.166182
-1.657993,0.006443,-0.548809,2.262212,1.658634,2.51402,-0.764992,0.577759,-0.264861,-0.243411,-0.040926,-0.216492,-1.316893,0.030983,0.000864,-0.195612,-0.851136,-0.039499,1.421017,-0.103974
-1.826129,0.406596,-0.413161,2.759588,2.059005,2.536812,-0.626363,0.245707,-0.31377,0.117264,0.162202,-0.184934,-0.073736,0.066891,0.165139,-0.345217,-0.855628,0.235285,0.733246,0.021749
0.346217,-2.153943,1.089004,5.285679,4.048127,0.527053,0.305436,1.406843,-0.456045,2.230958,-0.644876,1.311856,-1.4959,-0.585288,0.781462,-1.563905,-1.241805,2.172737,1.154596,-0.56755
-0.350575,0.831685,-1.934803,-0.373335,1.180132,2.384408,0.338337,0.156651,0.056321,-0.682085,-0.310253,0.286558,0.16059,-0.035104,0.046788,-0.244067,-0.720827,0.67247,0.227349,0.391752
-1.702088,0.194082,-0.788596,1.755301,1.684389,2.388774,-0.773277,0.392067,-0.119232,-0.408157,0.472181,0.261356,-1.339326,0.308462,0.179357,-0.162152,-1.061192,-0.112999,1.541852,-0.009045
-1.87734,0.415097,-0.477257,1.864061,1.700173,2.389547,-0.956564,0.405919,0.013908,-0.444013,0.035629,0.109462,-0.815032,0.213256,0.39878,-0.197695,-1.023409,-0.323052,1.304609,0.101973
-1.635109,0.556013,-0.852051,1.770793,1.739249,2.496146,-0.838862,0.530284,-0.25874,-0.344015,0.250989,0.425161,-1.034588,0.300656,0.226382,-0.218108,-1.348214,-0.372453,1.528418,-0.067806
-1.066182,0.841504,-2.48897,-2.75383,1.753118,1.965474,2.373586,2.129376,1.516482,2.779144,0.920579,-0.76289,0.064008,-0.278275,0.513055,-2.867904,2.116258,-1.11165,0.358205,-1.150423
-1.1032,0.819766,-2.462184,-2.72416,1.756124,2.019244,2.364716,2.115128,1.535003,2.75767,0.900715,-0.776645,0.004899,-0.283701,0.423176,-2.820155,2.095029,-1.074187,0.424248,-1.163012
-0.46513,1.262475,-2.220637,-2.003216,1.426591,2.084798,2.014205,1.641033,1.399761,2.255615,0.724581,-0.692813,0.042493,-0.243651,0.071199,-2.277111,1.356601,-0.651743,0.520741,-1.111442
-0.09546,0.852931,-1.898699,-2.353423,1.305024,2.121165,2.066765,1.769241,1.434908,2.050226,0.564436,-0.722385,-0.607715,-0.27344,0.076737,-2.126314,1.478937,-0.574577,0.89176,-1.195681
-1.158715,0.880915,-2.313675,-2.740261,1.773709,1.909532,2.36726,2.026933,1.56187,2.756264,0.90385,-0.816479,0.1382,-0.292703,0.374874,-2.786853,1.984281,-1.042483,0.469319,-1.233913
-1.112954,0.740281,-2.411964,-2.823825,1.866845,2.160169,2.414987,2.108596,1.526843,2.827551,0.948675,-0.754906,0.230213,-0.274349,0.521552,-2.905056,2.063522,-1.113056,0.267764,-1.183764
0.844082,-0.798174,-2.811874,-2.293394,3.010098,0.871027,0.378665,-0.30494,-0.337842,1.236798,3.058438,0.350148,-0.567952,3.04795,-1.156241,0.300461,0.407132,0.237359,0.386484,-0.828322
4.650307,-3.22754,0.570593,-0.212188,0.482439,1.77914,0.152735,-0.232683,0.532297,-0.065529,-0.214828,-0.056143,0.547262,0.7195,-0.225376,0.189518,0.022144,-0.495297,-0.649428,-0.201684
4.913609,-2.179737,0.311609,0.11959,0.883441,1.686043,0.081985,-0.378881,0.364759,0.243244,-0.082329,0.113523,1.276738,0.638528,-0.109449,0.238712,0.137698,-0.267007,-0.377935,-0.173534
4.976954,-2.179251,0.272568,0.106466,0.952346,1.940015,0.059233,-0.304882,0.333627,0.190192,-0.092531,0.160958,1.136103,0.643156,-0.091741,0.264914,0.265897,-0.14784,-0.263715,-0.22042
4.43374,-2.396531,0.351065,-0.343945,0.596276,1.924188,0.034667,0.101697,0.375787,-0.117481,-0.224438,0.075877,-0.47573,0.697015,-0.426856,0.465176,0.427267,-0.036959,0.162457,-0.198451
5.052214,-2.096823,0.221725,0.773887,0.847973,1.778328,0.342608,-0.051781,0.088384,0.243682,0.19171,0.375667,0.865493,0.692387,-0.277601,0.372599,0.426986,-0.281912,-0.150095,-0.298483
5.048298,-2.410297,0.252991,0.248906,0.9341,1.873445,0.119695,-0.303377,0.371371,0.283667,-0.027501,0.142193,1.485138,0.714556,-0.058196,0.15681,0.083651,-0.287453,-0.444136,-0.261731
4.724514,-3.269905,0.40162,-0.258178,0.284963,2.085117,-0.079382,0.278428,0.396267,-0.239963,-0.445419,0.102366,-0.923286,0.709822,-0.246301,0.385707,0.440051,-0.132157,0.09622,-0.215976
5.115181,-1.608353,1.097901,1.204715,-0.061149,2.13836,0.471015,0.416674,0.36052,-0.293561,-0.030443,1.681321,0.392026,0.103167,0.000681,0.498431,0.244444,-0.994048,-0.206404,-0.451507
5.140522,-1.673812,0.946762,1.267584,-0.069103,2.275475,0.468632,0.439606,0.358927,-0.276004,-0.016532,1.708419,0.402502,0.097766,-0.011466,0.473954,0.25245,-0.99369,-0.178003,-0.450486
-2.370863,0.353616,-0.501509,1.887505,1.052073,2.511639,-0.433229,0.022388,0.58787,-0.386336,0.099643,1.069279,-0.261996,0.243947,0.231216,0.115399,-0.174856,-0.105874,-0.426773,0.299886
-2.556031,-0.228726,-0.520694,2.741981,1.482422,2.4389,-0.059623,-0.023975,0.923518,-0.139671,0.181253,0.825125,-0.210869,0.108335,-0.855731,0.680027,0.738134,-0.243375,-0.45567,0.510915
-2.233754,0.371771,-0.477532,1.873398,1.198025,2.355626,-0.392145,0.227507,0.403584,-0.277806,0.083257,1.262397,-0.31041,0.303853,0.284787,0.091247,-0.419737,-0.306738,-0.337823,0.279612
-1.753469,0.75038,-0.869949,1.692506,1.341989,2.520838,-0.319209,-0.080565,1.034697,-0.45963,0.281131,1.10763,-0.115617,0.284128,0.13113,0.09053,-0.472927,-0.234875,0.511273,-0.051357
-1.729591,0.725268,-0.941955,1.847579,1.286282,2.61676,-0.364499,-0.079713,1.016848,-0.458867,0.26271,1.139767,-0.031782,0.277993,0.197129,0.032389,-0.518912,-0.180178,0.527478,-0.08412
-2.252253,0.427165,-0.910029,1.668811,0.998959,2.654685,-0.3551,0.123413,0.679128,-0.322264,0.243482,1.433003,-0.083911,0.3572,0.272948,0.090861,-0.254194,-0.408647,-0.435599,0.357013
-2.384861,0.146566,-0.703011,2.269734,1.163105,2.406601,-0.227282,0.050253,0.849432,-0.195478,0.207715,1.29915,-0.167744,0.246284,-0.267932,0.334657,0.093591,-0.312115,-0.492564,0.37953
-2.369178,-0.116177,-0.717767,2.619896,1.366352,2.562874,-0.074656,0.165488,-1.023543,0.144099,0.035262,-0.805576,-0.08075,-0.141125,-0.833679,0.373579,0.359019,-0.127486,-0.59117,0.44048
-2.101844,0.296614,-0.914325,1.60266,1.067312,2.638731,-0.410195,0.221989,-1.351504,-0.187871,0.109054,-0.593574,0.006613,0.092579,0.264782,-0.06171,-0.384102,-0.300063,-0.370596,0.449004
4.321176,-0.799168,-0.645487,-0.268886,1.679632,2.039032,0.145328,0.796986,-1.229828,0.318299,-0.063436,-0.092487,1.445261,-0.509047,-0.558143,0.241472,-0.585705,-0.601479,0.145028,0.723827
4.257846,-1.794129,-0.482568,-0.169806,1.70907,1.270613,-0.393828,1.188054,-0.87652,-0.529131,0.494863,-0.449039,1.470542,-1.265101,-0.396749,0.130843,-0.034313,-0.177372,-0.058592,0.163692
3.646637,-1.825454,-0.681469,-0.518645,1.892384,0.968921,-0.718204,1.370865,-0.519572,-0.823145,0.678176,-0.36712,1.427742,-1.532117,-0.425691,0.092339,-0.066158,0.026829,-0.157756,0.13682
3.783619,-1.959435,-0.767701,-0.358227,1.935806,1.332505,-0.681298,1.417611,-0.552191,-0.810631,0.699289,-0.294002,1.461271,-1.53476,-0.428506,0.077833,-0.020359,0.029732,-0.169088,0.074319
6.826487,-1.797191,1.229896,1.411383,0.785294,1.554743,0.924431,-0.186226,-0.790767,0.303566,0.203045,-0.253751,2.191703,-0.164077,0.177361,0.11896,0.319137,-0.578881,0.032638,-0.247036
1.458912,-1.514797,-1.010019,-0.757646,1.244326,2.202972,-0.181115,0.304978,-1.186537,-0.021735,0.658759,-1.044582,-0.542898,0.05469,0.424961,-0.480336,-0.312003,0.186079,0.029606,1.019167
1.47504,-1.554208,-1.150786,-0.692541,1.172574,2.199371,-0.192795,0.315857,-1.184997,-0.009205,0.670308,-1.03352,-0.540889,0.047332,0.41766,-0.502048,-0.304614,0.17354,0.068711,1.019684
6.446625,-2.986556,1.276595,0.477376,-0.018046,2.266767,0.527968,0.532366,-1.259289,-0.558177,-0.113285,-0.814071,-0.579973,-0.308324,0.157865,0.352661,1.113979,-0.274724,0.765959,-0.350691
3.678059,-1.824608,-0.206716,-0.046115,0.823242,1.770654,0.969308,-0.07656,-0.864768,0.147175,0.064433,-1.232199,1.507839,-0.361094,0.271327,0.008217,-0.172634,-0.219673,0.264217,-0.210401
-0.04394,-1.091837,-0.535328,2.885744,2.076172,1.819865,-0.135834,0.737109,-1.356175,0.944816,-0.139305,-1.02106,-0.842587,-0.395119,0.14675,-0.906771,-0.616345,0.595745,0.635588,-0.156037
2.481778,-3.31521,-0.034961,-0.330425,0.157184,2.457841,0.055177,-0.129416,-0.763327,-0.05743,0.147065,-1.650947,0.650777,0.021973,-0.144659,-0.33025,-0.892341,-0.875517,-0.790494,0.498255
-1.069054,-1.419374,-3.731601,-0.284918,2.67897,1.525521,3.919532,-0.173018,-1.041546,-1.173262,-2.003776,-1.964107,-0.202511,-1.333794,3.624329,5.127811,-1.188649,0.700539,-1.001915,-0.670185
0.103816,-2.245545,0.495765,4.318893,3.063067,1.250756,0.253972,1.081719,-0.755104,1.467224,-0.507327,-0.236165,-1.958786,-0.646349,-0.710072,-0.473582,-0.199943,1.407215,0.966098,-0.097629
0.114189,-3.213264,0.485296,3.723094,2.62812,1.159737,-0.08774,1.379798,-1.157619,1.369909,-0.479886,0.081431,-2.295983,-0.519958,1.156853,-1.448841,-0.584575,1.562353,0.117403,-0.044631
0.131661,-1.196863,0.224009,3.0093,1.802052,1.88107,-0.482742,0.549711,-0.85074,0.043381,-0.012527,-0.592686,-0.747247,-0.098807,0.731387,-0.67089,-0.796899,0.033315,1.071741,-0.41635
0.169755,-0.787358,-0.234803,2.293695,1.390932,2.430257,-0.757415,0.307275,-0.776926,-0.595255,0.189571,-0.80847,-0.294632,0.104614,0.801084,-0.353873,-0.665333,-0.800668,1.41482,-0.282564
-2.126354,-4.051845,0.653754,1.416568,0.404994,3.236076,-0.93471,0.855964,-0.802812,-0.742548,0.158325,-0.825799,-2.054913,0.199846,1.531127,-0.947252,-0.598132,-0.712003,-0.346694,-0.022143
0.496675,-0.747556,-0.227798,2.720167,2.359457,1.690632,-0.377261,0.517416,-1.170022,0.306031,-0.25743,-0.19007,-0.441124,-0.149967,0.849162,-1.001536,-0.912573,0.03398,1.44281,-0.18547
4.812348,-1.729253,0.322807,0.720845,0.61808,2.225727,0.182751,-0.414527,-0.829706,0.055395,0.079121,-0.401006,0.664068,-0.43165,0.286771,-0.024311,0.371874,-0.211215,0.21513,-0.166118
0.646303,-4.291688,1.683155,1.368619,-0.251317,3.196139,-1.162847,0.583517,-1.208349,-2.091624,0.560503,-0.779941,-1.076749,0.432689,2.609704,-0.133345,1.150773,-2.223386,0.727557,-0.481581
-2.075592,-4.125612,0.722891,1.436126,0.274737,2.759422,-0.922789,0.846161,-0.780936,-0.697922,0.13879,-0.870682,-2.074246,0.180178,1.560016,-0.969242,-0.562965,-0.779716,-0.339427,0.001998
-0.244175,-2.59479,-0.031439,1.027904,0.35438,2.844563,-0.885728,0.106741,-0.673542,-0.934431,0.546052,-1.056532,0.148835,0.43077,1.2727,-0.389722,0.085505,-1.367709,-0.182601,-0.052215
-0.647972,-2.489667,0.037269,1.260539,0.581412,2.950363,-0.656967,-0.009734,-0.305055,-0.761972,0.546977,-1.077582,0.034511,0.321083,0.507872,-0.086823,0.350717,-1.113327,-0.390713,0.022194
-0.695766,-2.454932,0.16426,1.335025,0.454917,2.60712,-0.656024,-0.077752,-0.256332,-0.766025,0.538089,-1.160195,0.000903,0.327018,0.402131,0.002506,0.415516,-1.098748,-0.439269,-0.015775
